#        Frequency (eV)           Re(1/eps)            -Im(1/eps)               Re(eps)                Im(eps)
     0.246999999999999E+01  0.207580122227670E+00  0.167103680375310E-01  0.478639926510779E+01  0.385309019168972E+00
     0.247999999999999E+01  0.207353904225238E+00  0.168047358916913E-01  0.479120359082281E+01  0.388297057863165E+00
     0.248999999999999E+01  0.207126390660252E+00  0.168996760705270E-01  0.479604220671674E+01  0.391314498629181E+00
     0.249999999999999E+01  0.206897579180414E+00  0.169951967554060E-01  0.480091525356728E+01  0.394361788396070E+00
     0.250999999999999E+01  0.206667467446852E+00  0.170913061857591E-01  0.480582287155534E+01  0.397439380213044E+00
     0.251999999999999E+01  0.206436053134651E+00  0.171880126606288E-01  0.481076520020424E+01  0.400547733367526E+00
     0.252999999999999E+01  0.206203333933427E+00  0.172853245402094E-01  0.481574237831630E+01  0.403687313504407E+00
     0.253999999999999E+01  0.205969307547934E+00  0.173832502473806E-01  0.482075454390656E+01  0.406858592746506E+00
     0.254999999999999E+01  0.205733971698752E+00  0.174817982692308E-01  0.482580183413273E+01  0.410062049816073E+00
     0.255999999999999E+01  0.205497324122971E+00  0.175809771585737E-01  0.483088438522303E+01  0.413298170157645E+00
     0.256999999999999E+01  0.205259362574965E+00  0.176807955354550E-01  0.483600233239992E+01  0.416567446061897E+00
     0.257999999999999E+01  0.205020084827186E+00  0.177812620886495E-01  0.484115580980100E+01  0.419870376790738E+00
     0.258999999999999E+01  0.204779488671000E+00  0.178823855771497E-01  0.484634495039666E+01  0.423207468703572E+00
     0.259999999999999E+01  0.204537571917589E+00  0.179841748316443E-01  0.485156988590398E+01  0.426579235384651E+00
     0.260999999999999E+01  0.204294332398871E+00  0.180866387559855E-01  0.485683074669736E+01  0.429986197771604E+00
     0.261999999999999E+01  0.204049767968483E+00  0.181897863286471E-01  0.486212766171549E+01  0.433428884285081E+00
     0.262999999999999E+01  0.203803876502802E+00  0.182936266041708E-01  0.486746075836468E+01  0.436907830959503E+00
     0.263999999999999E+01  0.203556655902004E+00  0.183981687146015E-01  0.487283016241834E+01  0.440423581574908E+00
     0.264999999999999E+01  0.203308104091180E+00  0.185034218709110E-01  0.487823599791268E+01  0.443976687789883E+00
     0.265999999999999E+01  0.203058219021485E+00  0.186093953644092E-01  0.488367838703846E+01  0.447567709275551E+00
     0.266999999999999E+01  0.202806998671333E+00  0.187160985681432E-01  0.488915745002867E+01  0.451197213850603E+00
     0.267999999999999E+01  0.202554441047633E+00  0.188235409382828E-01  0.489467330504222E+01  0.454865777617365E+00
     0.268999999999999E+01  0.202300544187091E+00  0.189317320154930E-01  0.490022606804283E+01  0.458573985098749E+00
     0.269999999999999E+01  0.202045306157520E+00  0.190406814262922E-01  0.490581585267441E+01  0.462322429376321E+00
     0.270999999999998E+01  0.201788725059220E+00  0.191503988843958E-01  0.491144277013131E+01  0.466111712229181E+00
     0.271999999999998E+01  0.201530799026398E+00  0.192608941920451E-01  0.491710692902423E+01  0.469942444273750E+00
     0.272999999999998E+01  0.201271526228630E+00  0.193721772413196E-01  0.492280843524134E+01  0.473815245104417E+00
     0.273999999999998E+01  0.201010904872360E+00  0.194842580154341E-01  0.492854739180487E+01  0.477730743435031E+00
     0.274999999999998E+01  0.200748933202468E+00  0.195971465900182E-01  0.493432389872220E+01  0.481689577241053E+00
     0.275999999999998E+01  0.200485609503846E+00  0.197108531343779E-01  0.494013805283268E+01  0.485692393902558E+00
     0.276999999999998E+01  0.200220932103057E+00  0.198253879127398E-01  0.494598994764848E+01  0.489739850347773E+00
     0.277999999999998E+01  0.199954899370015E+00  0.199407612854757E-01  0.495187967319060E+01  0.493832613197277E+00
     0.278999999999998E+01  0.199687509719717E+00  0.200569837103072E-01  0.495780731581938E+01  0.497971358908746E+00
     0.279999999999998E+01  0.199418761614027E+00  0.201740657434903E-01  0.496377295805918E+01  0.502156773922125E+00
     0.280999999999998E+01  0.199148653563492E+00  0.202920180409783E-01  0.496977667841771E+01  0.506389554805270E+00
     0.281999999999998E+01  0.198877184129220E+00  0.204108513595627E-01  0.497581855119915E+01  0.510670408399847E+00
     0.282999999999998E+01  0.198604351924797E+00  0.205305765579904E-01  0.498189864631146E+01  0.515000051967521E+00
     0.283999999999998E+01  0.198330155618244E+00  0.206512045980578E-01  0.498801702906754E+01  0.519379213336304E+00
     0.284999999999998E+01  0.198054593934029E+00  0.207727465456791E-01  0.499417375998000E+01  0.523808631046964E+00
     0.285999999999998E+01  0.197777665655130E+00  0.208952135719294E-01  0.500036889454950E+01  0.528289054499386E+00
     0.286999999999998E+01  0.197499369625133E+00  0.210186169540599E-01  0.500660248304645E+01  0.532821244098832E+00
     0.287999999999998E+01  0.197219704750380E+00  0.211429680764864E-01  0.501287457028621E+01  0.537405971401990E+00
     0.288999999999998E+01  0.196938670002172E+00  0.212682784317472E-01  0.501918519539692E+01  0.542044019262586E+00
     0.289999999999998E+01  0.196656264419015E+00  0.213945596214321E-01  0.502553439158049E+01  0.546736181976565E+00
     0.290999999999998E+01  0.196372487108906E+00  0.215218233570793E-01  0.503192218586658E+01  0.551483265426737E+00
     0.291999999999998E+01  0.196087337251679E+00  0.216500814610401E-01  0.503834859885857E+01  0.556286087226528E+00
     0.292999999999998E+01  0.195800814101391E+00  0.217793458673092E-01  0.504481364447252E+01  0.561145476862994E+00
     0.293999999999998E+01  0.195512916988757E+00  0.219096286223212E-01  0.505131732966810E+01  0.566062275838726E+00
     0.294999999999998E+01  0.195223645323631E+00  0.220409418857095E-01  0.505785965417162E+01  0.571037337812570E+00
     0.295999999999998E+01  0.194932998597538E+00  0.221732979310283E-01  0.506444061019105E+01  0.576071528739018E+00
     0.296999999999998E+01  0.194640976386257E+00  0.223067091464349E-01  0.507106018212253E+01  0.581165727005989E+00
     0.297999999999998E+01  0.194347578352430E+00  0.224411880353328E-01  0.507771834624905E+01  0.586320823571040E+00
     0.298999999999998E+01  0.194052804248256E+00  0.225767472169715E-01  0.508441507042954E+01  0.591537722095451E+00
     0.299999999999998E+01  0.193756653918197E+00  0.227133994270038E-01  0.509115031378002E+01  0.596817339076379E+00
     0.300999999999998E+01  0.193459127301747E+00  0.228511575179983E-01  0.509792402634545E+01  0.602160603976613E+00
     0.301999999999998E+01  0.193160224436250E+00  0.229900344599052E-01  0.510473614876224E+01  0.607568459351733E+00
     0.302999999999998E+01  0.192859945459753E+00  0.231300433404742E-01  0.511158661191188E+01  0.613041860974612E+00
     0.303999999999998E+01  0.192558290613920E+00  0.232711973656231E-01  0.511847533656462E+01  0.618581777956741E+00
     0.304999999999998E+01  0.192255260246983E+00  0.234135098597554E-01  0.512540223301345E+01  0.624189192866340E+00
     0.305999999999998E+01  0.191950854816733E+00  0.235569942660242E-01  0.513236720069890E+01  0.629865101843014E+00
     0.306999999999998E+01  0.191645074893574E+00  0.237016641465429E-01  0.513937012782265E+01  0.635610514708364E+00
     0.307999999999998E+01  0.191337921163600E+00  0.238475331825382E-01  0.514641089095214E+01  0.641426455072750E+00
     0.308999999999998E+01  0.191029394431731E+00  0.239946151744470E-01  0.515348935461386E+01  0.647313960437435E+00
     0.309999999999998E+01  0.190719495624895E+00  0.241429240419513E-01  0.516060537087629E+01  0.653274082292031E+00
     0.310999999999998E+01  0.190408225795228E+00  0.242924738239537E-01  0.516775877892271E+01  0.659307886207051E+00
     0.311999999999998E+01  0.190095586123351E+00  0.244432786784882E-01  0.517494940461222E+01  0.665416451920841E+00
     0.312999999999998E+01  0.189781577921665E+00  0.245953528825667E-01  0.518217706003015E+01  0.671600873420885E+00
     0.313999999999998E+01  0.189466202637683E+00  0.247487108319578E-01  0.518944154302741E+01  0.677862259019013E+00
     0.314999999999998E+01  0.189149461857424E+00  0.249033670408968E-01  0.519674263674807E+01  0.684201731420021E+00
     0.315999999999998E+01  0.188831357308828E+00  0.250593361417259E-01  0.520408010914557E+01  0.690620427783429E+00
     0.316999999999998E+01  0.188511890865203E+00  0.252166328844607E-01  0.521145371248750E+01  0.697119499778010E+00
     0.317999999999997E+01  0.188191064548726E+00  0.253752721362824E-01  0.521886318284815E+01  0.703700113628447E+00
     0.318999999999997E+01  0.187868880533971E+00  0.255352688809539E-01  0.522630823958933E+01  0.710363450153875E+00
     0.319999999999997E+01  0.187545341151459E+00  0.256966382181575E-01  0.523378858482939E+01  0.717110704797888E+00
     0.320999999999997E+01  0.187220448891264E+00  0.258593953627520E-01  0.524130390289935E+01  0.723943087649192E+00
     0.321999999999997E+01  0.186894206406624E+00  0.260235556439480E-01  0.524885385978753E+01  0.730861823452921E+00
     0.322999999999997E+01  0.186566616517601E+00  0.261891345043992E-01  0.525643810257132E+01  0.737868151611690E+00
     0.323999999999997E+01  0.186237682214758E+00  0.263561474992074E-01  0.526405625883653E+01  0.744963326176037E+00
     0.324999999999997E+01  0.185907406662857E+00  0.265246102948401E-01  0.527170793608449E+01  0.752148615823781E+00
     0.325999999999997E+01  0.185575793204607E+00  0.266945386679583E-01  0.527939272112581E+01  0.759425303827459E+00
     0.326999999999997E+01  0.185242845364388E+00  0.268659485041527E-01  0.528711017946261E+01  0.766794688009751E+00
     0.327999999999997E+01  0.184908566852045E+00  0.270388557965866E-01  0.529485985465670E+01  0.774258080685646E+00
     0.328999999999997E+01  0.184572961566660E+00  0.272132766445443E-01  0.530264126768629E+01  0.781816808591483E+00
     0.329999999999997E+01  0.184236033600366E+00  0.273892272518817E-01  0.531045391628886E+01  0.789472212799481E+00
     0.330999999999997E+01  0.183897787242156E+00  0.275667239253793E-01  0.531829727429218E+01  0.797225648617821E+00
     0.331999999999997E+01  0.183558226981710E+00  0.277457830729941E-01  0.532617079093214E+01  0.805078485475049E+00
     0.332999999999997E+01  0.183217357513234E+00  0.279264212020110E-01  0.533407389015790E+01  0.813032106788461E+00
     0.333999999999997E+01  0.182875183739301E+00  0.281086549170895E-01  0.534200596992458E+01  0.821087909815575E+00
     0.334999999999997E+01  0.182531710774687E+00  0.282925009182064E-01  0.534996640147349E+01  0.829247305488206E+00
     0.335999999999997E+01  0.182186943950221E+00  0.284779759984916E-01  0.535795452859980E+01  0.837511718228092E+00
     0.336999999999997E+01  0.181840888816616E+00  0.286650970419575E-01  0.536596966690803E+01  0.845882585743630E+00
     0.337999999999997E+01  0.181493551148312E+00  0.288538810211179E-01  0.537401110305522E+01  0.854361358806680E+00
     0.338999999999997E+01  0.181144936947293E+00  0.290443449944977E-01  0.538207809398250E+01  0.862949501008904E+00
     0.339999999999997E+01  0.180795052446906E+00  0.292365061040314E-01  0.539016986613440E+01  0.871648488496576E+00
     0.340999999999997E+01  0.180443904115641E+00  0.294303815723493E-01  0.539828561466747E+01  0.880459809683408E+00
     0.341999999999997E+01  0.180091498660923E+00  0.296259886999501E-01  0.540642450264670E+01  0.889384964940041E+00
     0.342999999999997E+01  0.179737843032859E+00  0.298233448622603E-01  0.541458566023170E+01  0.898425466259865E+00
     0.343999999999997E+01  0.179382944427961E+00  0.300224675065782E-01  0.542276818385201E+01  0.907582836899991E+00
     0.344999999999997E+01  0.179026810292845E+00  0.302233741489038E-01  0.543097113537226E+01  0.916858610996617E+00
     0.345999999999997E+01  0.178669448327891E+00  0.304260823706517E-01  0.543919354124735E+01  0.926254333153805E+00
     0.346999999999997E+01  0.178310866490873E+00  0.306306098152490E-01  0.544743439166824E+01  0.935771558004843E+00
     0.347999999999997E+01  0.177951073000535E+00  0.308369741846173E-01  0.545569263969907E+01  0.945411849745355E+00
     0.348999999999997E+01  0.177590076340122E+00  0.310451932355372E-01  0.546396720040574E+01  0.955176781637035E+00
     0.349999999999997E+01  0.177227885260878E+00  0.312552847758991E-01  0.547225694997634E+01  0.965067935481137E+00
     0.350999999999997E+01  0.176864508785468E+00  0.314672666608360E-01  0.548056072483476E+01  0.975086901060896E+00
     0.351999999999997E+01  0.176499956211351E+00  0.316811567887428E-01  0.548887732074767E+01  0.985235275551861E+00
     0.352999999999997E+01  0.176134237114094E+00  0.318969730971806E-01  0.549720549192526E+01  0.995514662899024E+00
     0.353999999999997E+01  0.175767361350614E+00  0.321147335586668E-01  0.550554395011705E+01  0.100592667316002E+01
     0.354999999999997E+01  0.175399339062345E+00  0.323344561763533E-01  0.551389136370356E+01  0.101647292181343E+01
     0.355999999999997E+01  0.175030180678333E+00  0.325561589795931E-01  0.552224635678407E+01  0.102715502903093E+01
     0.356999999999997E+01  0.174659896918257E+00  0.327798600193963E-01  0.553060750826188E+01  0.103797461891263E+01
     0.357999999999996E+01  0.174288498795349E+00  0.330055773637784E-01  0.553897335092814E+01  0.104893331868462E+01
     0.358999999999996E+01  0.173915997619244E+00  0.332333290930022E-01  0.554734237054457E+01  0.106003275785748E+01
     0.359999999999996E+01  0.173542404998721E+00  0.334631332947140E-01  0.555571300492692E+01  0.107127456734517E+01
     0.360999999999996E+01  0.173167732844348E+00  0.336950080589790E-01  0.556408364303015E+01  0.108266037854323E+01
     0.361999999999996E+01  0.172791993371032E+00  0.339289714732161E-01  0.557245262403559E+01  0.109419182236513E+01
     0.362999999999996E+01  0.172415199100458E+00  0.341650416170362E-01  0.558081823644281E+01  0.110587052823626E+01
     0.363999999999996E+01  0.172037362863414E+00  0.344032365569859E-01  0.558917871716626E+01  0.111769812304437E+01
     0.364999999999996E+01  0.171658497802005E+00  0.346435743412010E-01  0.559753225063874E+01  0.112967623004568E+01
     0.365999999999996E+01  0.171278617371736E+00  0.348860729939723E-01  0.560587696792309E+01  0.114180646772587E+01
     0.366999999999996E+01  0.170897735343492E+00  0.351307505102275E-01  0.561421094583282E+01  0.115409044861490E+01
     0.367999999999996E+01  0.170515865805371E+00  0.353776248499343E-01  0.562253220606458E+01  0.116652977805518E+01
     0.368999999999996E+01  0.170133023164392E+00  0.356267139324260E-01  0.563083871434301E+01  0.117912605292207E+01
     0.369999999999996E+01  0.169749222148065E+00  0.358780356306582E-01  0.563912837958009E+01  0.119188086029611E+01
     0.370999999999996E+01  0.169364477805831E+00  0.361316077653975E-01  0.564739905305053E+01  0.120479577608613E+01
     0.371999999999996E+01  0.168978805510344E+00  0.363874480993482E-01  0.565564852758571E+01  0.121787236360291E+01
     0.372999999999996E+01  0.168592220958626E+00  0.366455743312243E-01  0.566387453678674E+01  0.123111217208226E+01
     0.373999999999996E+01  0.168204740173049E+00  0.369060040897685E-01  0.567207475426043E+01  0.124451673515768E+01
     0.374999999999996E+01  0.167816379502188E+00  0.371687549277271E-01  0.568024679287837E+01  0.125808756928135E+01
     0.375999999999996E+01  0.167427155621507E+00  0.374338443157834E-01  0.568838820406247E+01  0.127182617209356E+01
     0.376999999999996E+01  0.167037085533888E+00  0.377012896364596E-01  0.569649647709873E+01  0.128573402073996E+01
     0.377999999999996E+01  0.166646186570006E+00  0.379711081779898E-01  0.570456903848134E+01  0.129981257013638E+01
